"","pathway_name","complex_ID","pathway_ID","top_level_pathway_ID","top_level_pathway_name","species"
"1095","RA biosynthesis pathway","R-HSA-5362724","R-HSA-5365859","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1096","RAB GEFs exchange GTP for GDP on RABs","R-HSA-194364","R-HSA-8876198","R-HSA-5653656","Vesicle-mediated transport","Homo sapiens (Human)"
"1097","RAB geranylgeranylation","R-HSA-8870447","R-HSA-8873719","R-HSA-392499","Metabolism of proteins","Homo sapiens (Human)"
"1098","Rab regulation of trafficking",NA,NA,NA,NA,NA
"1099","RAC1 GTPase cycle","R-HSA-198379","R-HSA-9013149","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1100","RAC2 GTPase cycle","R-HSA-198379","R-HSA-9013404","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1101","RAC3 GTPase cycle","R-HSA-2685645","R-HSA-9013423","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1102","RAF activation","R-HSA-109783","R-HSA-5673000","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1103","RAF-independent MAPK1/3 activation","R-HSA-109844","R-HSA-112409","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1104","RAF/MAP kinase cascade","R-HSA-109783","R-HSA-5673001","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1105","Rap1 signalling","R-HSA-354074","R-HSA-392517","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1106","Ras activation upon Ca2+ influx through NMDA receptor","R-HSA-109783","R-HSA-442982","R-HSA-112316","Neuronal System","Homo sapiens (Human)"
"1107","RAS processing","R-HSA-109796","R-HSA-9648002","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1108","Reactions specific to the complex N-glycan synthesis pathway","R-HSA-5693805","R-HSA-975578","R-HSA-392499","Metabolism of proteins","Homo sapiens (Human)"
"1109","Receptor Mediated Mitophagy","R-HSA-201711","R-HSA-8934903","R-HSA-9612973","Autophagy","Homo sapiens (Human)"
"1110","Receptor-type tyrosine-protein phosphatases","R-HSA-383387","R-HSA-388844","R-HSA-112316","Neuronal System","Homo sapiens (Human)"
"1111","Recognition and association of DNA glycosylase with site containing an affected purine","R-HSA-110185","R-HSA-110330","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1112","Recognition and association of DNA glycosylase with site containing an affected pyrimidine","R-HSA-110150","R-HSA-110328","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1113","Recognition of DNA damage by PCNA-containing replication complex","R-HSA-419551","R-HSA-110314","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1114","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","R-HSA-2993783","R-HSA-5693565","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1115","Recruitment of mitotic centrosome proteins and complexes","R-HSA-379277","R-HSA-380270","R-HSA-1640170","Cell Cycle","Homo sapiens (Human)"
"1116","Recruitment of NuMA to mitotic centrosomes","R-HSA-190509","R-HSA-380320","R-HSA-1640170","Cell Cycle","Homo sapiens (Human)"
"1117","Recycling of bile acids and salts","R-HSA-194110","R-HSA-159418","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1118","Recycling pathway of L1","R-HSA-177480","R-HSA-437239","R-HSA-1266738","Developmental Biology","Homo sapiens (Human)"
"1119","Reduction of cytosolic Ca++ levels",NA,NA,NA,NA,NA
"1120","Regulated Necrosis",NA,NA,NA,NA,NA
"1121","Regulated proteolysis of p75NTR","R-HSA-157343","R-HSA-193692","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1122","Regulation by c-FLIP","R-HSA-139950","R-HSA-3371378","R-HSA-5357801","Programmed Cell Death","Homo sapiens (Human)"
"1123","Regulation of actin dynamics for phagocytic cup formation","R-HSA-109844","R-HSA-2029482","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1124","Regulation of activated PAK-2p34 by proteasome mediated degradation","R-HSA-68819","R-HSA-211733","R-HSA-5357801","Programmed Cell Death","Homo sapiens (Human)"
"1125","Regulation of APC/C activators between G1/S and early anaphase","R-HSA-170160","R-HSA-176408","R-HSA-1640170","Cell Cycle","Homo sapiens (Human)"
"1126","Regulation of Apoptosis","R-HSA-9840234","R-HSA-169911","R-HSA-5357801","Programmed Cell Death","Homo sapiens (Human)"
"1127","Regulation of BACH1 activity","R-HSA-8939693","R-HSA-9708530","R-HSA-8953897","Cellular responses to stimuli","Homo sapiens (Human)"
"1128","Regulation of beta-cell development",NA,NA,NA,NA,NA
"1129","Regulation of cholesterol biosynthesis by SREBP (SREBF)","R-HSA-1655737","R-HSA-1655829","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1130","Regulation of commissural axon pathfinding by SLIT and ROBO","R-HSA-204367","R-HSA-428542","R-HSA-1266738","Developmental Biology","Homo sapiens (Human)"
"1131","Regulation of Complement cascade","R-ALL-1006146","R-HSA-977606","R-HSA-168256","Immune System","General (all species)"
"1132","Regulation of Complement cascade","R-HSA-1006173","R-HSA-977606","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1133","Regulation of expression of SLITs and ROBOs","R-HSA-143378","R-HSA-9010553","R-HSA-1266738","Developmental Biology","Homo sapiens (Human)"
"1134","Regulation of FOXO transcriptional activity by acetylation","R-HSA-9617680","R-HSA-9617629","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1135","Regulation of FZD by ubiquitination","R-HSA-4641176","R-HSA-4641263","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1136","Regulation of gene expression by Hypoxia-inducible Factor","R-HSA-1234099","R-HSA-1234158","R-HSA-8953897","Cellular responses to stimuli","Homo sapiens (Human)"
"1137","Regulation of gene expression in beta cells","R-HSA-8931797","R-HSA-210745","R-HSA-1266738","Developmental Biology","Homo sapiens (Human)"
"1138","Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells","R-HSA-1604460","R-HSA-210744","R-HSA-1266738","Developmental Biology","Homo sapiens (Human)"
"1139","Regulation of Glucokinase by Glucokinase Regulatory Protein","R-HSA-157689","R-HSA-170822","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1140","Regulation of glycolysis by fructose 2,6-bisphosphate metabolism","R-HSA-163745","R-HSA-9634600","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1141","Regulation of HSF1-mediated heat shock response","R-HSA-109844","R-HSA-3371453","R-HSA-8953897","Cellular responses to stimuli","Homo sapiens (Human)"
"1142","Regulation of IFNA/IFNB signaling","R-HSA-909692","R-HSA-912694","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1143","Regulation of IFNG signaling","R-HSA-873800","R-HSA-877312","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1144","Regulation of innate immune responses to cytosolic DNA","R-HSA-1591226","R-HSA-3134975","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1145","Regulation of insulin secretion","R-ALL-6790050","R-HSA-422356","R-HSA-1430728","Metabolism","General (all species)"
"1146","Regulation of insulin secretion","R-HSA-169696","R-HSA-422356","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1147","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","R-HSA-156786","R-HSA-381426","R-HSA-392499","Metabolism of proteins","Homo sapiens (Human)"
"1148","Regulation of KIT signaling","R-HSA-109797","R-HSA-1433559","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1149","Regulation of lipid metabolism by PPARalpha","R-HSA-2026984","R-HSA-400206","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1150","Regulation of localization of FOXO transcription factors","R-HSA-2028645","R-HSA-9614399","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1151","Regulation of MECP2 expression and activity","R-HSA-111911","R-HSA-9022692","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1152","Regulation of mitotic cell cycle",NA,NA,NA,NA,NA
"1153","Regulation of mRNA stability by proteins that bind AU-rich elements",NA,NA,NA,NA,NA
"1154","Regulation of necroptotic cell death","R-HSA-1221657","R-HSA-5675482","R-HSA-5357801","Programmed Cell Death","Homo sapiens (Human)"
"1155","Regulation of NF-kappa B signaling","R-HSA-139950","R-HSA-9758274","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1156","Regulation of ornithine decarboxylase (ODC)","R-HSA-353103","R-HSA-350562","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1157","Regulation of PLK1 Activity at G2/M Transition","R-HSA-1168592","R-HSA-2565942","R-HSA-1640170","Cell Cycle","Homo sapiens (Human)"
"1158","Regulation of PTEN gene transcription","R-HSA-109844","R-HSA-8943724","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1159","Regulation of PTEN stability and activity","R-HSA-201711","R-HSA-8948751","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1160","Regulation of pyruvate dehydrogenase (PDH) complex","R-HSA-204162","R-HSA-204174","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1161","Regulation of RAS by GAPs","R-HSA-109783","R-HSA-5658442","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1162","Regulation of RUNX1 Expression and Activity","R-HSA-8865330","R-HSA-8934593","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1163","Regulation of RUNX2 expression and activity","R-HSA-1254381","R-HSA-8939902","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1164","Regulation of RUNX3 expression and activity","R-HSA-170852","R-HSA-8941858","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1165","Regulation of signaling by CBL","R-HSA-198379","R-HSA-912631","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1166","Regulation of signaling by NODAL","R-HSA-1181130","R-HSA-1433617","R-HSA-1266738","Developmental Biology","Homo sapiens (Human)"
"1167","Regulation of the apoptosome activity","R-HSA-109844","R-HSA-9627069","R-HSA-5357801","Programmed Cell Death","Homo sapiens (Human)"
"1168","Regulation of TLR by endogenous ligand","R-HSA-166050","R-HSA-5686938","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1169","Regulation of TNFR1 signaling","R-HSA-139950","R-HSA-5357905","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1170","Regulation of TP53 Activity",NA,NA,NA,NA,NA
"1171","Regulation of TP53 Activity through Acetylation","R-HSA-3222096","R-HSA-6804758","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1172","Regulation of TP53 Activity through Association with Co-factors","R-HSA-3209194","R-HSA-6804759","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1173","Regulation of TP53 Activity through Methylation","R-HSA-3209194","R-HSA-6804760","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1174","Regulation of TP53 Activity through Phosphorylation","R-HSA-109626","R-HSA-6804756","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1175","Regulation of TP53 Degradation","R-HSA-187952","R-HSA-6804757","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
"1176","Regulation of TP53 Expression and Degradation",NA,NA,NA,NA,NA
"1177","Removal of aminoterminal propeptides from gamma-carboxylated proteins","R-HSA-159731","R-HSA-159782","R-HSA-392499","Metabolism of proteins","Homo sapiens (Human)"
"1178","Removal of the Flap Intermediate","R-HSA-68423","R-HSA-69166","R-HSA-1640170","Cell Cycle","Homo sapiens (Human)"
"1179","Removal of the Flap Intermediate","R-HSA-68423","R-HSA-69166","R-HSA-69306","DNA Replication","Homo sapiens (Human)"
"1180","Removal of the Flap Intermediate from the C-strand","R-HSA-174431","R-HSA-174437","R-HSA-1640170","Cell Cycle","Homo sapiens (Human)"
"1181","Repression of WNT target genes","R-HSA-3299554","R-HSA-4641265","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1182","Reproduction",NA,NA,NA,"Reproduction",NA
"1183","Resolution of Abasic Sites (AP sites)","R-HSA-110332","R-HSA-73933","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1184","Resolution of AP sites via the multiple-nucleotide patch replacement pathway","R-HSA-110334","R-HSA-110373","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1185","Resolution of D-Loop Structures",NA,NA,NA,NA,NA
"1186","Resolution of D-loop Structures through Holliday Junction Intermediates","R-HSA-5682166","R-HSA-5693568","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1187","Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)","R-HSA-5682166","R-HSA-5693554","R-HSA-73894","DNA Repair","Homo sapiens (Human)"
"1188","Resolution of Sister Chromatid Cohesion","R-HSA-157456","R-HSA-2500257","R-HSA-1640170","Cell Cycle","Homo sapiens (Human)"
"1189","Respiratory electron transport","R-ALL-9865384","R-HSA-611105","R-HSA-1430728","Metabolism","General (all species)"
"1190","Respiratory electron transport","R-HSA-163929","R-HSA-611105","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1191","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",NA,NA,NA,NA,NA
"1192","Response of EIF2AK1 (HRI) to heme deficiency","R-HSA-72515","R-HSA-9648895","R-HSA-8953897","Cellular responses to stimuli","Homo sapiens (Human)"
"1193","Response of EIF2AK4 (GCN2) to amino acid deficiency","R-HSA-453157","R-HSA-9633012","R-HSA-8953897","Cellular responses to stimuli","Homo sapiens (Human)"
"1194","Response of Mtb to phagocytosis",NA,NA,NA,NA,NA
"1195","Response to elevated platelet cytosolic Ca2+","R-HSA-139828","R-HSA-76005","R-HSA-109582","Hemostasis","Homo sapiens (Human)"
"1196","Response to metal ions",NA,NA,NA,NA,NA
"1197","RET signaling","R-HSA-109797","R-HSA-8853659","R-HSA-1266738","Developmental Biology","Homo sapiens (Human)"
"1198","Retinoid cycle disease events",NA,NA,NA,NA,NA
"1199","Retinoid metabolism and transport","R-HSA-174592","R-HSA-975634","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1200","Retinoid metabolism and transport","R-HSA-174592","R-HSA-975634","R-HSA-9709957","Sensory Perception","Homo sapiens (Human)"
"1201","Retrograde neurotrophin signalling","R-HSA-166540","R-HSA-177504","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1202","Retrograde transport at the Trans-Golgi-Network","R-HSA-1183123","R-HSA-6811440","R-HSA-5653656","Vesicle-mediated transport","Homo sapiens (Human)"
"1203","Rev-mediated nuclear export of HIV RNA","R-HIV-165532","R-HSA-165054","R-HSA-1643685","Disease","Human Immunodeficiency Virus"
"1204","Rev-mediated nuclear export of HIV RNA","R-HSA-157689","R-HSA-165054","R-HSA-1643685","Disease","Homo sapiens (Human)"
"1205","Reversible hydration of carbon dioxide","R-HSA-1237308","R-HSA-1475029","R-HSA-1430728","Metabolism","Homo sapiens (Human)"
"1206","RHO GTPase cycle",NA,NA,NA,NA,NA
"1207","RHO GTPase Effectors",NA,NA,NA,NA,NA
"1208","RHO GTPases activate CIT","R-HSA-419080","R-HSA-5625900","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1209","RHO GTPases Activate Formins","R-HSA-182921","R-HSA-5663220","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1210","RHO GTPases activate IQGAPs","R-HSA-182921","R-HSA-5626467","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1211","RHO GTPases activate KTN1","R-HSA-5625955","R-HSA-5625970","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1212","RHO GTPases Activate NADPH Oxidases","R-HSA-109844","R-HSA-5668599","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1213","RHO GTPases activate PAKs","R-HSA-182921","R-HSA-5627123","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1214","RHO GTPases activate PKNs","R-HSA-194364","R-HSA-5625740","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1215","RHO GTPases Activate ROCKs","R-HSA-419080","R-HSA-5627117","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1216","RHO GTPases Activate WASPs and WAVEs","R-HSA-109844","R-HSA-5663213","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1217","RHOA GTPase cycle","R-HSA-5626528","R-HSA-8980692","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1218","RHOB GTPase cycle","R-HSA-5626528","R-HSA-9013026","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1219","RHOBTB GTPase Cycle",NA,NA,NA,NA,NA
"1220","RHOBTB1 GTPase cycle","R-HSA-9020317","R-HSA-9013422","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1221","RHOBTB2 GTPase cycle","R-HSA-9020344","R-HSA-9013418","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1222","RHOBTB3 ATPase cycle","R-HSA-6814647","R-HSA-9706019","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1223","RHOC GTPase cycle","R-HSA-5626528","R-HSA-9013106","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1224","RHOD GTPase cycle","R-HSA-5665967","R-HSA-9013405","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1225","RHOF GTPase cycle","R-HSA-5665967","R-HSA-9035034","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1226","RHOG GTPase cycle","R-HSA-2685645","R-HSA-9013408","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1227","RHOH GTPase cycle","R-HSA-2685645","R-HSA-9013407","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1228","RHOJ GTPase cycle","R-HSA-2685645","R-HSA-9013409","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1229","RHOQ GTPase cycle","R-HSA-2316453","R-HSA-9013406","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1230","RHOU GTPase cycle","R-HSA-2685645","R-HSA-9013420","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1231","RHOV GTPase cycle","R-HSA-2685645","R-HSA-9013424","R-HSA-162582","Signal Transduction","Homo sapiens (Human)"
"1232","Ribosomal scanning and start codon recognition","R-HSA-72392","R-HSA-72702","R-HSA-392499","Metabolism of proteins","Homo sapiens (Human)"
"1233","RIP-mediated NFkB activation via ZBP1","R-HSA-1591226","R-HSA-1810476","R-HSA-168256","Immune System","Homo sapiens (Human)"
"1234","RIPK1-mediated regulated necrosis","R-FLU-169143","R-HSA-5213460","R-HSA-5357801","Programmed Cell Death","Influenza A virus"
"1235","RIPK1-mediated regulated necrosis","R-HSA-139950","R-HSA-5213460","R-HSA-5357801","Programmed Cell Death","Homo sapiens (Human)"
"1236","RMTs methylate histone arginines","R-HSA-5205601","R-HSA-3214858","R-HSA-4839726","Chromatin organization","Homo sapiens (Human)"
"1237","RNA Pol II CTD phosphorylation and interaction with CE","R-HSA-109631","R-HSA-77075","R-HSA-74160","Gene expression (Transcription)","Homo sapiens (Human)"
